date,tsla_event_tone,tsla_goldstein,tsla_event_count,tsla_article_weighted_tone,tsla_num_articles,tsla_num_sources,ev_event_tone,ev_goldstein,ev_event_count,ev_article_weighted_tone,ev_num_articles,ev_num_sources,macro_event_tone,macro_goldstein,macro_event_count,macro_article_weighted_tone,macro_num_articles,macro_num_sources,finbert ev_sentiment_label,finbert macro_sentiment_label,finbert tsla_sentiment_label,finbert ev_sentiment_score,finbert macro_sentiment_score,finbert tsla_sentiment_score,Close,High,Low,Open,Volume,Daily Return,Daily Volatility
2022-02-15,0.3420868118526133,3.1500000000000004,88,-0.427393530280548,396,89,-0.1630494407156487,2.7400000000000007,40,0.1417970942272377,219.0,44.0,-1.0240320802144511,0.6965517241379313,29,-1.116195435509029,176.0,29.0,neutral,negative,neutral,0.8458064794540405,0.4801822304725647,0.9243663549423218,307.4766540527344,307.6666564941406,297.7933349609375,300.0,57286200.0,0.053290764282768466,0.03451115906152211
2022-02-16,-2.1552912078342934,1.6637931034482758,58,-2.6279397667813416,282,58,1.4507721560925737,1.941176470588235,17,1.2388245768188215,99.0,17.0,-1.0878807339344545,1.1066666666666665,45,-0.7845603514261048,218.0,45.0,neutral,neutral,neutral,0.5037968754768372,0.7942792773246765,0.9192715883255004,307.7966613769531,308.8099975585937,300.4033203125,304.6833190917969,51294300.0,0.0010407532409399955,0.03363009049171834
2022-02-17,-3.875782220076162,-0.241747572815534,103,-3.5677419797500813,560,113,1.0563591483950283,3.0064516129032257,31,0.2791291980614966,161.0,31.0,-0.1021296745054559,1.6894736842105262,19,-0.4219084304409699,102.0,19.0,negative,neutral,negative,0.7165096402168274,0.922617495059967,0.9084873795509338,292.1166687011719,306.1666564941406,291.3666687011719,304.4200134277344,55178400.0,-0.05094269900666093,0.038467665242462326
2022-02-18,-3.3670253874928444,-0.0362068965517241,116,-3.3556386645864325,590,134,-0.5598983018032867,2.0357142857142856,28,-0.2808233142517752,136.0,31.0,-1.4892931479048688,0.9529411764705882,34,-1.5086397344605025,176.0,34.0,neutral,negative,negative,0.5485071539878845,0.6637572646141052,0.8035708069801331,285.6600036621094,295.6233215332031,279.2033386230469,295.3333435058594,68501700.0,-0.022103035296720752,0.037991213697154275
2022-02-22,-1.659417451964486,-0.4978723404255318,47,-1.2131965462113898,206,47,0.0632716818512354,1.4,11,-0.4378097800915324,66.0,11.0,-1.9078036357260213,0.9714285714285716,7,-1.5332597887233377,51.0,7.0,neutral,neutral,neutral,0.7262092232704163,0.5727272629737854,0.545390784740448,273.84332275390625,285.57666015625,267.0333251953125,278.0433349609375,83288100.0,-0.04136624223452856,0.03918800823454978
2022-02-23,-2.6040007877414197,0.3439024390243901,41,-2.564992708018432,240,41,0.4277229761926168,3.843181818181818,44,0.0550168747667196,162.0,46.0,-0.816456970880339,-0.3230769230769229,26,-0.8263396450110317,166.0,26.0,neutral,neutral,neutral,0.8621267676353455,0.6448168158531189,0.8428680300712585,254.67999267578125,278.4333190917969,253.5200042724609,276.8099975585937,95256900.0,-0.06997917599526948,0.042983088438357055
2022-02-24,-1.4624013706440562,1.4,22,-0.7133220932202398,96,22,0.3688430794817797,2.020689655172414,29,0.1665449747938435,133.0,29.0,-4.0373223289130165,-0.8488372093023256,43,-3.3280679130202784,123.0,43.0,neutral,negative,neutral,0.634054958820343,0.5867705345153809,0.8963130116462708,266.92333984375,267.49334716796875,233.3333282470703,233.4633331298828,135322200.0,0.04807345500262783,0.04810362416851513
2022-02-25,-1.1949046234609466,-2.25,10,-0.258636362894082,44,10,0.4388066901546987,0.08,20,1.5012375853465787,104.0,20.0,-2.120949597913559,0.345,20,-2.4231736876260763,115.0,20.0,neutral,positive,neutral,0.5500959157943726,0.7206028699874878,0.864575982093811,269.9566650390625,273.1666564941406,260.79998779296875,269.74334716796875,76067700.0,0.011364031324829549,0.040701654612906285
2022-02-28,-1.621790793737433,1.7297297297297298,37,-1.866174435378448,158,37,5.12496620054574,4.84,5,5.341646758824476,35.0,5.0,0.1874272029558924,3.783333333333333,12,0.2300471970757217,61.0,12.0,neutral,neutral,neutral,0.870608925819397,0.7060062885284424,0.936926245689392,290.1433410644531,292.28668212890625,271.57000732421875,271.6700134277344,99006900.0,0.07477746853358713,0.053796154607452545
2022-03-01,-1.4134812141948676,2.551282051282052,39,-1.3703085296452029,184,39,-1.7082505028150896,0.6039999999999999,25,-1.1072588533132142,137.0,26.0,-1.3736439616211629,1.7619047619047616,42,-1.376432635180134,264.0,42.0,neutral,negative,neutral,0.9418343901634216,0.575232744216919,0.7668816447257996,288.1233215332031,296.6266784667969,284.59332275390625,289.8933410644531,74766900.0,-0.006962143345558558,0.050285271288899605
2022-03-02,-0.4405560373158914,1.2051282051282053,39,-0.4413563156821446,181,39,0.8037323286819283,3.021428571428572,28,1.1967977583424227,151.0,28.0,-2.329197307622816,0.1352941176470586,17,-1.9427862446659137,89.0,17.0,neutral,neutral,neutral,0.8315083384513855,0.6786736249923706,0.8630281686782837,293.2966613769531,295.49334716796875,281.42333984375,290.7099914550781,74643300.0,0.01795529711451649,0.04974463388526297
2022-03-03,-1.3842992418286757,0.9610169491525424,59,-1.4675834059995192,301,64,2.000094151503583,1.3736842105263158,19,1.6802044787680028,89.0,19.0,-0.8484548200081878,4.560869565217391,23,-0.8642188038568756,113.0,23.0,neutral,neutral,negative,0.7713488340377808,0.843583881855011,0.8801447749137878,279.7633361816406,295.4800109863281,277.5333251953125,292.92333984375,61623600.0,-0.04614210448825773,0.050510803680623974
2022-03-04,-1.0734082670038148,1.97,40,-1.0556802592502064,199,46,1.598947512702233,0.9655172413793106,29,1.4415709803154968,105.0,29.0,-2.01433997352312,0.8257142857142857,35,-1.5550381073445072,235.0,38.0,neutral,negative,negative,0.6976338028907776,0.951107919216156,0.9469112157821656,279.42999267578125,285.2166748046875,275.0533447265625,283.0333251953125,66999600.0,-0.0011915196265851469,0.039082728340402176
2022-03-07,-2.638426770473301,-0.7947368421052634,19,-2.0131297869550724,63,19,1.3091241889993424,3.32,35,1.4085258134538976,162.0,35.0,-2.534121907646445,0.9222222222222218,27,-3.0773356732094825,143.0,27.0,positive,neutral,negative,0.700392484664917,0.8492662906646729,0.7618279457092285,268.1933288574219,288.7133178710937,268.19000244140625,285.4333190917969,72494100.0,-0.04021280504200253,0.04046835167170827
2022-03-08,-2.728177109193091,0.2448275862068966,29,-2.2184671983581943,136,30,0.4350426079436099,1.5470588235294116,17,0.9888597720369754,92.0,17.0,-0.9410554110070564,0.4727272727272729,11,0.2816731805647954,66.0,11.0,neutral,negative,negative,0.8647240996360779,0.6094783544540405,0.6595929265022278,274.79998779296875,283.3299865722656,260.72332763671875,265.1766662597656,80399100.0,0.02463394210323222,0.041316474122848064
2022-03-09,-2.224340189954866,-0.1292682926829267,41,-1.893008937969068,188,41,0.4361228874526875,1.179310344827586,29,-0.0677780061760006,138.0,29.0,-0.5476639214445825,2.342222222222221,45,-1.4353566502582809,232.0,45.0,neutral,neutral,positive,0.8779720067977905,0.7501316070556641,0.7744261622428894,286.3233337402344,286.85333251953125,277.336669921875,279.82666015625,59184000.0,0.04193357517885765,0.03283661099062436
2022-03-10,-1.4055889114657616,0.0657142857142855,35,-1.3677353758460231,211,35,-0.4710992739279943,0.6095238095238096,21,-0.4407616445249445,121.0,21.0,-3.089901734019136,0.2892857142857145,28,-2.64512373649478,115.0,29.0,neutral,negative,neutral,0.9113728404045104,0.9693102836608888,0.8574391007423401,279.4333190917969,284.8166809082031,270.1199951171875,283.8166809082031,58648500.0,-0.024063755330148706,0.0339349331205333
2022-03-11,-1.2483967973339516,1.1944444444444444,18,-1.2595365761228998,117,18,0.4816104199541763,3.0499999999999994,16,0.4368099070156899,100.0,16.0,-1.4073428826161762,2.9222222222222225,27,-1.1047338415696433,151.0,28.0,positive,neutral,neutral,0.8043941259384155,0.8188278675079346,0.8864489197731018,265.1166687011719,281.26666259765625,264.5899963378906,280.0666809082031,67037100.0,-0.0512345859010529,0.03649817139785113
2022-03-14,-2.059520006683477,2.491428571428572,35,-1.153137099792544,164,37,0.7335868396148911,2.809090909090909,22,0.5756999863991114,119.0,22.0,-1.614369793045244,0.9656249999999998,32,-1.9061734775529888,167.0,32.0,neutral,neutral,negative,0.831282913684845,0.5146473050117493,0.8349096775054932,255.4566650390625,266.8999938964844,252.01333618164065,260.2033386230469,71152200.0,-0.036436802368687404,0.035224899113051704
2022-03-15,-0.5566579410640422,-0.8749999999999998,12,-0.6111487361563298,54,12,0.788645292155864,3.3833333333333333,12,0.969675849972134,79.0,12.0,-1.6730391003205054,0.3020833333333333,48,-2.4447542064341103,249.0,59.0,neutral,negative,negative,0.8357617855072021,0.7838189005851746,0.7359747290611267,267.2966613769531,268.5233459472656,252.19000244140625,258.42333984375,66841200.0,0.046348355546253384,0.041722376059770035
2022-03-16,-1.1746909588691543,-2.5142857142857142,7,0.4400198329313629,19,7,2.3008987249640973,2.872222222222222,18,2.4377319243437774,89.0,18.0,-2.968808469353837,0.7600000000000001,45,-3.0390799348313218,238.0,45.0,neutral,negative,neutral,0.9089086651802064,0.9453735947608948,0.8147473931312561,280.07666015625,280.6666564941406,267.4200134277344,269.6666564941406,84028800.0,0.047812040425278646,0.04279448173065577
2022-03-17,-0.2348938874130356,1.8125,16,0.4390156539011419,86,16,0.5256583162488047,2.990909090909091,11,0.4916325698427634,91.0,11.0,-1.823081506548124,1.9384615384615385,26,-1.7068096454803032,94.0,26.0,neutral,negative,neutral,0.8652552366256714,0.9658068418502808,0.9148457050323486,290.5333251953125,291.6666564941406,275.239990234375,276.9966735839844,66582900.0,0.037335010469022656,0.04392122470645032
2022-03-18,-0.9847118022205268,-1.331578947368421,19,-0.9217369480113168,95,19,-0.5726820477666754,1.4727272727272729,11,-0.577084164189942,53.0,11.0,-0.5585563514851907,1.115151515151515,33,-0.388323974301837,146.0,33.0,positive,negative,negative,0.7053708434104919,0.9182287454605104,0.7618279457092285,301.7966613769531,302.6166687011719,289.1300048828125,291.4966735839844,100414200.0,0.03876779427650434,0.04353797558239865
2022-03-21,-3.5899210087646773,1.803030303030303,66,-3.842402753958273,278,68,0.9215609383548802,1.5969696969696972,33,0.5462742475595177,120.0,34.0,-0.373639013725732,1.915,20,-0.6892153509735411,98.0,20.0,neutral,neutral,negative,0.8097983002662659,0.851205050945282,0.9286661744117736,307.0533447265625,314.2833251953125,302.36334228515625,304.99334716796875,81981600.0,0.017417963888751054,0.041146413797725274
2022-03-22,-2.184523719556054,0.1285714285714286,14,-2.390999845207452,92,14,1.0686014759429068,0.8555555555555556,27,1.0940169119780645,136.0,27.0,-2.060451697579812,0.890625,32,-1.4923427204221988,165.0,34.0,neutral,neutral,neutral,0.6744817495346069,0.842898964881897,0.8498721718788147,331.32666015625,332.6199951171875,307.25,310.0,105868500.0,0.07905243778179138,0.03567132522694529
2022-03-23,-2.695917071779495,0.8576923076923076,78,-2.407840652214917,301,78,1.0233298148079455,3.615384615384615,52,1.1167422673394138,274.0,52.0,-0.4177570142966404,1.4,27,-1.5001874081027726,129.0,27.0,neutral,positive,neutral,0.8850818872451782,0.8126877546310425,0.8539944291114807,333.03668212890625,346.8999938964844,325.4666748046875,326.64666748046875,120676200.0,0.005161136057840299,0.023626795340832705
2022-03-24,-3.014295039640473,0.8808219178082194,73,-3.0240728788280467,285,73,0.4006762869833274,3.916129032258065,31,0.6716829955761633,138.0,31.0,-1.4713895449152417,1.33125,48,-1.8179879294732,228.0,50.0,neutral,negative,neutral,0.9116448760032654,0.8886925578117371,0.5190829038619995,337.97332763671875,341.4966735839844,329.6000061035156,336.57666015625,68920800.0,0.014823128420135223,0.024926368511845248
2022-03-25,-0.4685549238008629,0.8699999999999998,20,-0.8942955933324868,95,20,0.4951753601075304,0.5428571428571431,14,0.7131473524760904,101.0,14.0,-1.400850906685551,2.9650000000000003,60,-1.5977105924696735,329.0,61.0,neutral,negative,negative,0.948137640953064,0.8684679269790649,0.7924889922142029,336.8800048828125,340.6000061035156,332.44000244140625,336.0,62031600.0,-0.003234937980317265,0.02764631956202958
2022-03-28,-1.7004876493037124,1.3312499999999998,16,-1.5414051145833498,112,19,1.1477306538783707,3.092857142857143,14,1.1473246531779224,110.0,18.0,-2.282614508322399,-0.0918918918918919,37,-2.255170546244535,156.0,37.0,positive,negative,negative,0.7463601231575012,0.6315434575080872,0.8564161062240601,363.9466552734375,365.9599914550781,351.20001220703125,355.0333251953125,102506100.0,0.0803450783611821,0.034294238627030946
2022-03-29,-2.303258761825471,-1.231578947368421,19,-1.8634676320512744,110,19,2.325645103076482,1.7833333333333334,30,2.018255855531532,217.0,39.0,1.2201817940348645,3.131818181818182,22,0.7042177791785535,105.0,22.0,neutral,positive,negative,0.8230124711990356,0.714074432849884,0.8905303478240967,366.5233459472656,371.5899963378906,357.7033386230469,369.3299865722656,73614900.0,0.007079858095940583,0.03550533672297508
2022-03-30,-2.6223374158383783,2.14,30,-2.1842194270306217,141,30,1.2564204930277427,2.991666666666667,36,1.1431015455847,316.0,55.0,-4.014350399022339,-3.605555555555555,18,-2.8991285430580485,130.0,26.0,neutral,negative,neutral,0.8815133571624756,0.6114774346351624,0.5437334775924683,364.663330078125,371.3166809082031,361.3333435058594,363.7233276367188,59865000.0,-0.00507475414515135,0.03764595542609257
2022-03-31,-0.1855787341601583,1.2483870967741937,31,-0.3195452300841363,121,32,1.524893863787362,2.0785714285714283,14,1.3641787250448143,86.0,15.0,-0.9530936387968432,1.8916666666666664,48,-1.143165785259738,189.0,52.0,neutral,neutral,neutral,0.7951017618179321,0.6913500428199768,0.8594245314598083,359.20001220703125,367.71331787109375,358.8800048828125,364.8566589355469,48992700.0,-0.014981813142339484,0.03162716256790994
2022-04-01,0.4331342612900887,2.1521739130434785,23,-0.3196780457539,84,23,0.6550289425669245,4.308333333333334,24,0.6094059261270226,120.0,24.0,-1.1132523403241346,0.0644444444444444,45,-1.2140856200122556,235.0,45.0,positive,negative,neutral,0.5201128125190735,0.9601027965545654,0.5341952443122864,361.5299987792969,364.9166564941406,355.5466613769531,360.3833312988281,54263100.0,0.006486599368272561,0.03158321402341652
2022-04-04,-1.60352199902708,0.8724999999999999,40,-1.5810330435500255,173,43,0.0935399619019335,1.018181818181818,11,-0.5164490070105503,48.0,11.0,-0.9638884670181834,2.14625,80,-1.2662334953803889,297.0,80.0,neutral,neutral,negative,0.8620060086250305,0.924205243587494,0.6462389826774597,381.8166809082031,383.3033447265625,357.510009765625,363.1266784667969,82035900.0,0.05611341298759176,0.035736160394127525
2022-04-05,-1.0734045615795835,1.703030303030303,33,-0.8826807336195821,150,33,0.6390133310005754,0.7571428571428571,21,0.7757948998230386,110.0,23.0,-2.934738763896831,0.5545454545454546,33,-2.606899942258352,184.0,34.0,neutral,neutral,neutral,0.7966073751449585,0.905010461807251,0.5175620317459106,363.7533264160156,384.2900085449219,362.4333190917969,378.76666259765625,80075100.0,-0.047308971544201106,0.04322135112699893
2022-04-06,-1.635605517678345,1.358139534883721,43,-1.2178231197269782,209,43,0.4656577083663269,2.543333333333333,30,0.5270181252625297,180.0,34.0,-1.2241410938616777,1.2999999999999998,39,-1.3764077345091523,148.0,39.0,neutral,neutral,negative,0.8892423510551453,0.5404507517814636,0.6406140923500061,348.586669921875,359.6666564941406,342.5666809082031,357.8233337402344,89348400.0,-0.041694894294368345,0.0347519288987139
2022-04-07,0.351470220843061,-1.7844444444444445,45,0.4315488653087918,201,45,-0.2621685648525787,2.1745098039215685,51,0.1230250399522052,343.0,61.0,4.070594908850962,3.4000000000000004,10,4.163727750757712,76.0,10.0,neutral,neutral,neutral,0.9128981232643129,0.9418343901634216,0.8623647093772888,352.4200134277344,358.86334228515625,340.5133361816406,350.7966613769531,79447200.0,0.010996816105212748,0.035021101152384305
2022-04-08,1.324074309983925,0.8295918367346937,98,1.037815466522071,329,98,0.0058578542452266,3.078571428571428,28,0.5738676540844688,180.0,32.0,-3.726912572029291,-1.0647058823529407,17,-3.855034352866672,138.0,18.0,neutral,neutral,neutral,0.914630115032196,0.7819892764091492,0.8664101958274841,341.8299865722656,349.4800109863281,340.8133239746094,347.7366638183594,55013700.0,-0.03004944796541842,0.03627193877164387
2022-04-11,-0.486318473383743,2.576,25,0.1021695733112909,113,25,1.0641330767075166,4.066666666666667,6,1.1818468778685292,25.0,6.0,-3.429516840971779,1.542105263157895,38,-2.886617345546283,229.0,38.0,neutral,negative,neutral,0.9271305799484252,0.973612904548645,0.7868602871894836,325.3099975585937,336.1566772460937,324.8800048828125,326.79998779296875,59357100.0,-0.04832808607380468,0.03930731638921385
2022-04-12,-1.492808846290226,1.2866666666666666,30,-0.5932777239622458,134,30,0.8366873273152327,2.393181818181818,44,0.881441150724312,203.0,44.0,-0.5767393930552369,2.8205882352941174,34,-0.2053919619885914,212.0,34.0,neutral,neutral,negative,0.9419514536857604,0.8679896593093872,0.9022910594940186,328.9833374023437,340.39666748046875,325.5333251953125,332.5466613769531,65976000.0,0.011291813566499442,0.03975189678400752
2022-04-13,0.2750167194481729,2.5705882352941174,17,0.2853803984120193,103,19,1.5137144255425028,2.845945945945946,37,1.4460061470992005,144.0,37.0,-1.4904147042104734,1.1953488372093026,43,-1.6225540459212129,195.0,45.0,neutral,neutral,neutral,0.5575760006904602,0.6358183026313782,0.8872950673103333,340.7900085449219,342.0799865722656,324.3666687011719,327.02667236328125,55121100.0,0.035888356035912894,0.03427323449747183
