index,date,tsla_event_tone,tsla_goldstein,tsla_event_count,tsla_article_weighted_tone,tsla_num_articles,tsla_num_sources,ev_event_tone,ev_goldstein,ev_event_count,ev_article_weighted_tone,ev_num_articles,ev_num_sources,macro_event_tone,macro_goldstein,macro_event_count,macro_article_weighted_tone,macro_num_articles,macro_num_sources,finbert ev_sentiment_label,finbert macro_sentiment_label,finbert tsla_sentiment_label,finbert ev_sentiment_score,finbert macro_sentiment_score,finbert tsla_sentiment_score,Close,High,Low,Open,Volume,Daily Return,Daily Volatility
0,2022-01-01,0.6443750828473158,-0.8600000000000001,10,-0.0847383139793546,53,10,,,0,,,,-5.314508723599655,0.5,2,-5.314508723599655,20.0,2.0,,negative,neutral,,0.8010219931602478,0.7903862595558167,,,,,,,
1,2022-01-02,0.6175525532310437,-0.575,8,0.2558461803329707,30,8,-0.78999341672153,4.949999999999999,4,-0.7899934167215299,30.0,4.0,0.0904346484610413,1.3636363636363635,33,0.0295223736371899,134.0,33.0,,neutral,neutral,,0.89152991771698,0.9352418780326843,,,,,,,
2,2022-01-03,0.6591298154248908,1.336,25,0.3995306610777115,112,25,-0.9873840284401288,2.3375,8,-1.3798912437601436,30.0,8.0,0.5522640692274421,3.504761904761905,42,0.5841971396678468,192.0,42.0,neutral,negative,neutral,0.9294398427009583,0.6104575395584106,0.8528631329536438,399.9266662597656,400.3566589355469,378.67999267578125,382.5833435058594,103931400.0,,
3,2022-01-04,-3.3802447083248475,-1.013207547169812,106,-3.523362374066454,352,106,0.886971182816638,1.28,10,1.2778411026725316,42.0,10.0,-2.053667016134645,3.116666666666667,12,-2.31735595441541,85.0,12.0,positive,neutral,negative,0.5512268543243408,0.7068288326263428,0.8104244470596313,383.1966552734375,402.6666564941406,374.3500061035156,396.51666259765625,100248300.0,-0.041832696836128,
4,2022-01-05,-3.704642045687499,0.7641975308641975,81,-3.703004838007843,344,98,0.6622071634579646,3.7533333333333343,15,1.2115568914354062,87.0,15.0,-3.0375480072769325,2.371428571428572,21,-3.3387576740963674,94.0,21.0,neutral,neutral,negative,0.8142867684364319,0.6476549506187439,0.8316040635108948,362.7066650390625,390.11334228515625,360.336669921875,382.2166748046875,80119800.0,-0.05347121367683638,
5,2022-01-06,-3.036043937979513,0.6,34,-2.42428531823926,183,34,-2.8404200897388456,0.58125,16,-3.373183244664135,81.0,16.0,-0.3812637261018661,4.68,40,-0.4075506092139032,241.0,41.0,neutral,negative,neutral,0.9313132762908936,0.7840984463691711,0.839970052242279,354.8999938964844,362.6666564941406,340.1666564941406,359.0,90336600.0,-0.02152337383085412,
6,2022-01-07,-4.196685440888111,0.6838709677419355,31,-3.234839162934947,131,31,-4.299980243271495,2.0538461538461537,13,-4.810196049451884,42.0,13.0,-0.5918811535697444,1.0499999999999998,16,-0.4347829898019839,111.0,16.0,negative,neutral,neutral,0.8553271293640137,0.9297930598258972,0.5432344675064087,342.32000732421875,360.30999755859375,336.6666564941406,360.1233215332031,84164700.0,-0.035446567451716815,
7,2022-01-08,-3.5951120795859413,0.9603174603174603,63,-2.597570763621352,207,69,2.81862745098039,3.4,1,2.81862745098039,10.0,1.0,-0.6893337148155269,2.4722222222222228,36,-1.138407936153195,166.0,36.0,,negative,neutral,,0.494202196598053,0.8578236699104309,,,,,,,
8,2022-01-09,-1.841541532996244,2.3454545454545457,33,-1.4301757901699006,162,39,-0.5068567229020323,0.3692307692307691,13,-0.5765143818060309,44.0,13.0,-3.4708856030854656,-0.1714285714285714,7,-2.7772947496921905,42.0,7.0,neutral,neutral,neutral,0.9258936047554016,0.7611432671546936,0.8120641708374023,,,,,,,
9,2022-01-10,0.2485365372695573,1.1684210526315786,19,-0.0115749273129715,119,19,-0.5367927595977658,0.6941176470588237,17,-0.9901344210254764,106.0,17.0,-1.2945943770033814,1.5125000000000004,48,-0.9663381046698022,203.0,48.0,positive,neutral,negative,0.5187065005302429,0.8220598101615906,0.7618279457092285,352.7066650390625,353.0333251953125,326.6666564941406,333.3333435058594,91815000.0,0.03034195341380186,
10,2022-01-11,0.7790006295885898,2.5181818181818185,33,0.2893108201384562,177,36,-0.0142258734389257,1.9083333333333332,12,0.1200555177174585,106.0,12.0,-0.6475121245904683,2.062,50,-0.9694785848965192,196.0,50.0,negative,neutral,neutral,0.44170013070106506,0.576541006565094,0.8838040232658386,354.79998779296875,358.6166687011719,346.2733459472656,351.22332763671875,66063300.0,0.005935024657598653,
11,2022-01-12,0.036547220396947,2.902898550724638,69,-0.4676055151537809,310,71,-0.7098316065952686,2.3913043478260874,23,-0.9381318309944844,71.0,23.0,-0.9431007351870112,1.946376811594203,69,-1.2401176476402205,305.0,69.0,neutral,neutral,neutral,0.903517484664917,0.9365426898002625,0.9072573184967041,368.739990234375,371.61334228515625,357.5299987792969,359.6166687011719,83739000.0,0.039289748931841784,0.03648706165313775
12,2022-01-13,-0.5607001425421534,2.965853658536586,41,-0.7700907864363823,223,46,-0.311298442477579,2.28421052631579,19,-1.2143003694981644,62.0,19.0,0.24458005813596,-0.1625,40,0.2151633109515988,219.0,40.0,neutral,neutral,neutral,0.6614682674407959,0.855350911617279,0.7231982946395874,343.85333251953125,371.8666687011719,342.17999267578125,369.69000244140625,97209900.0,-0.06749107331435766,0.041102548400507345
13,2022-01-14,-0.2588939106318117,1.551020408163265,49,0.0530620425803491,221,51,0.1393040333179682,4.081818181818183,22,0.263756019988671,97.0,22.0,0.5374861569661793,0.884375,32,0.5677952727325081,131.0,32.0,neutral,neutral,neutral,0.8744831085205078,0.9117322564125061,0.6914297342300415,349.8699951171875,350.6666564941406,337.7933349609375,339.9599914550781,72924300.0,0.017497758575059086,0.03859977122685785
14,2022-01-15,-0.6382498671563535,3.6833333333333336,6,-0.7022000359323564,44,6,-0.8520368356611244,-0.522222222222222,9,-0.8847216839845088,25.0,9.0,-1.614681942971523,1.9,28,-1.6951610519044076,102.0,28.0,neutral,neutral,negative,0.7812532186508179,0.7980782985687256,0.5044724345207214,,,,,,,
15,2022-01-16,-0.2660736693816585,0.5357142857142856,14,0.0985590685338081,88,14,0.39186575765271,-0.8000000000000003,2,0.39186575765271,20.0,2.0,-4.279594476735486,0.3428571428571428,14,-4.242916358037281,82.0,15.0,neutral,positive,neutral,0.9300433397293091,0.7254915237426758,0.6795917749404907,,,,,,,
16,2022-01-17,0.8221585770542564,2.442857142857143,14,1.251700576040088,96,14,-1.9697561588649677,0.5,4,-1.9891404538206772,25.0,4.0,-1.2762587049719216,1.7583333333333335,12,-1.3634841285334511,68.0,12.0,neutral,neutral,neutral,0.8772715330123901,0.8773102164268494,0.8579705357551575,,,,,,,
17,2022-01-18,-3.413181028399221,-0.9142857142857144,28,-3.562125996578883,161,30,-0.3175931865528965,2.8666666666666667,12,-0.3098712017681713,87.0,14.0,1.0880449726028547,1.9625000000000004,40,0.7231192670149736,206.0,40.0,neutral,negative,neutral,0.9305775761604309,0.8631992340087891,0.854896605014801,343.5033264160156,356.92999267578125,338.6866760253906,342.2033386230469,66743400.0,-0.01819724123253097,0.0383748928583186
18,2022-01-19,-4.3621087264560705,-2.390909090909091,22,-5.046624060989615,120,22,-0.8511025937172036,3.85,8,-0.3304802549899482,55.0,8.0,0.1630812142321068,2.80625,16,0.0500719755414452,88.0,17.0,neutral,neutral,neutral,0.9294785261154175,0.8212950825691223,0.7957662343978882,331.8833312988281,351.5566711425781,331.6666564941406,347.2366638183594,75442500.0,-0.0338278969185718,0.038158156618157954
19,2022-01-20,-3.71284385920742,-0.7899999999999998,50,-3.336813054119431,261,50,0.7163451870224987,0.6555555555555557,27,0.4450650099872874,137.0,27.0,-0.0778866466821163,2.3433333333333337,30,-0.1217398374719402,131.0,35.0,neutral,positive,negative,0.9263904094696045,0.9270647168159485,0.8251043558120728,332.0899963378906,347.2200012207031,331.3333435058594,336.57666015625,70488600.0,0.0006227038828787723,0.03527331285086173
20,2022-01-21,-3.622230474439296,0.1714285714285714,21,-3.250220254760849,81,22,-0.2879117865809965,1.2130434782608692,23,0.2130350563951641,104.0,23.0,-0.4396092019396868,2.1359999999999997,25,-0.513462568003969,165.0,25.0,neutral,neutral,neutral,0.543807327747345,0.9266794323921204,0.873666524887085,314.6333312988281,334.8500061035156,313.5,332.11334228515625,103416000.0,-0.05256606712507206,0.03822176546732428
